weights;province;district;community.damage;interviewer_sex;hhh_ethnolinguistic_group;hhh_marital_status;hhh_age;hhh_gender;hhh_disability;total_members;disability;breastfeeding;pregnant;chronic_ill;expenditures_food;expenditures_loan_repayments;expenditures_livestock;expenditures_agri_inputs;expenditures_health;expenditures_eduction;expenditures_shelter_materials_labour;expenditures_rent;expenditures_fuel;expenditures_clothing_hh_items;expenditures_transport;expenditures_comms;expenditures_other;expenditures_other_specify;expenditures_primary_source_expend;expenditures_primary_source_expend_other;expenditures_secondary_source_expend;expenditures_secondary_source_expend_other;expenditures_tertiary_source_expend;expenditures_tertiary_source_expend_other;assistance_assistance_amount;Assistance_Received_y_n;assistance_assistance_type;assistance_assistance_type_other;assistance_household_damage;assistance_shelter_status;assistance_damage_status;assistance_repair_status;assistance_barriers_to_rebuild;assistance_barriers_to_rebuild_other;assistance_accommodation_arrangment;assistance_wall_material;assistance_wall_material_other;assistance_roof_material;assistance_roof_material_other;assistance_rooms_hh;BBB_note;BBB_bbb_safe_site;BBB_bbb_foundation;BBB_bbb_corner_braces;BBB_bbb_plinth_bands;BBB_bbb_lintels;BBB_bbb_windows_door_safe_distance;BBB_bbb_drainage;BBB_bbb_landslide_flood_minimsed;BBB_female_living_space;BBB_livestock_livingspace;WASH_primary_drinking_water;WASH_primary_drinking_water_other;WASH_primary_latrine;WASH_primary_latrine_other;WASH_primary_latrine_status;WASH_solid_waste;WASH_solid_waste_other;priority_needs_priority_needs
3,290842661;Samangan;Pul e khumri;Low community damage;Male;Arab;Married;49;Male;no;9;0;1;0;0;5000;1000;0;0;2000;2000;0;0;3000;4000;2000;2000;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;bricks;NA;mud grass;NA;4;NA;no;yes;yes;no;yes;yes;yes;no;yes;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;security
0,615700396;Samangan;Sar e Pul;Low community damage;Male;Arab;Married;55;Male;no;14;1;1;1;0;3000;0;0;0;1000;1000;0;0;2000;2000;1500;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;yes;no;yes;yes;yes;no;yes;no;yes;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;employment
0,615700396;Samangan;MaymaNA;Low community damage;Male;Arab;Married;59;Male;no;12;0;1;0;0;7000;0;0;5000;6000;5000;0;0;4000;5500;4000;2000;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;stone;NA;mud grass;NA;3;NA;no;yes;yes;yes;yes;yes;yes;yes;no;no;unprotected spring well;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
3,290842661;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Married;33;Male;no;12;0;2;0;0;25000;0;7000;2000;5000;6000;0;0;5000;8000;4000;500;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;free owners consent;bricks;NA;mud grass;NA;4;NA;not clear;no;yes;yes;no;not clear;yes;no;no;yes;unprotected spring well;NA;pit latrine covered;NA;latrine used;thrown out street;NA;education
0,145896565;Samangan;Sar e Pul;Low community damage;Male;Arab;Married;27;Male;no;12;1;0;0;0;10000;0;0;0;4000;3000;0;0;2000;4000;2000;1000;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;other;Mud wall;mud grass;NA;2;NA;no;yes;yes;no;yes;yes;yes;yes;yes;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;education
0,145896565;Samangan;Sar e Pul;Low community damage;Male;Arab;Married;58;Male;yes;10;0;1;0;0;5000;0;5000;0;3000;4000;0;3000;2000;5000;4000;1000;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;bricks;NA;mud grass;NA;NA;NA;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;health care
0,145896565;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Married;45;Male;no;6;0;0;0;0;10000;0;4500;0;2000;3000;0;0;2000;3000;2000;500;0;NA;livestock farming;NA;unskilled daily labour;NA;no further source;NA;0;No;no assistance;NA;fully damaged;different site;occupied fully damaged;repairs not started;NA;NA;owned without documentation;handmade tent;NA;other;NA;NA;NA;no;no;no;no;no;no;no;no;no;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Samangan;Taloqan;Low community damage;Male;Arab;Married;77;Male;no;7;0;0;0;0;4000;0;4000;0;2000;3000;0;2500;3000;2500;1500;500;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;stone;NA;mud grass;NA;3;NA;no;yes;yes;yes;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Faryab;Khuram Sarbagh;Low community damage;Male;Arab;Married;32;Male;no;9;0;1;0;0;4500;0;2000;1200;1200;0;1200;0;2000;900;500;220;0;NA;cash crop;NA;livestock farming;NA;unskilled daily labour;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;other;Mud wall;mud grass;NA;4;NA;no;no;yes;no;yes;yes;yes;no;no;no;handpump;NA;pit latrine open;NA;latrine used;collected;NA;agri livestock support
0,145896565;Faryab;Sar e Pul;Low community damage;Male;Arab;Married;43;Male;no;10;0;1;0;0;6700;2000;400;3200;1500;4000;0;0;3000;1800;300;500;0;NA;cash crop;NA;livestock farming;NA;business sale goods services;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;other;Mud wall;mud grass;NA;6;NA;no;no;yes;no;yes;yes;yes;no;no;yes;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;agri livestock support
0,145896565;Sar e Pul;Khuram Sarbagh;Low community damage;Male;Nuristani;Married;41;Male;yes;3;0;1;0;0;10000;6000;0;0;500;0;10000;0;2000;1500;1500;500;0;NA;unskilled daily labour;NA;gifts;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;yes;yes;yes;no;yes;yes;no;yes;yes;no;pipe private;NA;pit latrine covered;NA;latrine used;collected;NA;shelter assistance
0,145896565;Faryab;Bilcheragh;Low community damage;Male;Arab;Married;36;Male;no;15;0;1;0;0;4000;800;1200;900;2000;0;800;0;2000;469;800;500;0;NA;cash crop;NA;livestock farming;NA;unskilled daily labour;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;free owners consent;other;Mud wall;mud grass;NA;5;NA;no;no;yes;no;yes;no;yes;no;no;no;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Faryab;Pul e khumri;Low community damage;Male;Arab;Married;56;Male;no;14;0;1;0;1;7000;0;3000;2000;2500;0;1200;0;3500;2500;500;300;0;NA;cash crop;NA;livestock farming;NA;business sale goods services;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;other;Mud wall;mud grass;NA;6;NA;no;yes;yes;no;yes;yes;yes;no;no;yes;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;agri livestock support
0,145896565;Sar e Pul;Khuram Sarbagh;Low community damage;Male;Arab;Married;50;Male;no;9;0;1;0;1;15000;0;0;0;1500;500;0;0;2000;5000;500;1500;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;timber;NA;mud grass;NA;6;NA;no;no;no;no;yes;yes;yes;not clear;yes;no;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
5,415416037;Sar e Pul;Khuram Sarbagh;Low community damage;Male;Arab;Married;47;Male;no;6;0;0;0;1;10000;0;500;0;2000;1000;0;0;2000;3000;500;1000;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;5000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;2;NA;no;no;no;no;yes;yes;yes;not clear;yes;no;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,615700396;Sar e Pul;MaymaNA;Low community damage;Male;Arab;Married;38;Male;no;7;0;0;0;1;10000;0;0;0;1500;0;500;0;2000;3000;500;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;5000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;timber;NA;mud grass;NA;2;NA;no;no;no;no;yes;yes;yes;not clear;yes;no;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Sar e Pul;Khulm;Low community damage;Male;Arab;Married;42;Male;yes;6;0;1;1;0;8000;0;0;0;1000;500;0;0;1500;3000;500;600;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;5000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;no;no;no;no;yes;yes;yes;not clear;yes;no;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,143638295;Sar e Pul;Doshi;Low community damage;Male;Arab;Married;49;Male;no;14;0;1;0;0;8000;0;0;0;1000;0;500;0;2000;3000;500;900;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;timber;NA;mud grass;NA;2;NA;no;no;no;no;yes;yes;yes;not clear;yes;no;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Sar e Pul;Sholgareh;Low community damage;Male;Arab;Married;38;Male;no;19;0;2;1;0;10000;4000;0;0;1500;3500;15000;0;2200;2500;1200;700;0;NA;formal employ;NA;business sale goods services;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;yes;yes;yes;no;yes;yes;yes;no;no;no;protected spring well;NA;pit latrine covered;NA;latrine used;collected;NA;security
0,145896565;Sar e Pul;Sholgareh;Low community damage;Male;Arab;Married;41;Male;no;7;1;1;0;0;10000;5000;0;0;500;500;0;3000;2000;1000;1500;500;0;NA;hum ass;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs started on hold;no money for materials;NA;rented;timber;NA;mud grass;NA;2;NA;yes;yes;yes;yes;yes;yes;yes;yes;no;no;protected spring well;NA;pit latrine covered;NA;latrine used;collected;NA;shelter assistance
0,145896565;Faryab;Taloqan;High community damage;Female;Arab;Married;40;Male;no;10;0;0;1;1;5000;500;0;0;500;0;0;0;500;200;100;50;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned without documentation;timber;NA;mud grass;NA;2;NA;not clear;no;yes;not clear;yes;yes;yes;yes;no;no;handpump;NA;pit latrine open;NA;latrine used;burned;NA;food
0,145896565;Faryab;MaymaNA;High community damage;Male;Arab;Married;41;Male;no;12;0;1;0;1;6500;2000;0;0;1000;0;0;0;0;1000;500;100;0;NA;business sale goods services;NA;govt benefits;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned without documentation;timber;NA;mud grass;NA;5;NA;no;no;yes;yes;yes;yes;yes;yes;no;no;handpump;NA;pit latrine open;NA;latrine used;burned;NA;health care
0,145896565;Faryab;Khulm;High community damage;Male;Tajik;Married;50;Male;no;9;0;1;0;0;15000;0;0;0;1700;2000;0;0;0;0;1500;1000;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;timber;NA;mud grass;NA;6;NA;yes;yes;yes;no;yes;yes;yes;no;yes;no;handpump;NA;pit latrine open;NA;latrine used;burned;NA;training
0,145896565;Faryab;Sar e Pul;High community damage;Male;Arab;Married;38;Male;no;9;NA;2;0;0;5660;0;1000;500;1000;0;0;0;0;600;700;100;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;timber;NA;mud grass;NA;6;NA;no;yes;yes;no;yes;yes;yes;yes;yes;no;handpump;NA;pit latrine open;NA;latrine used;burned;NA;agri livestock support
0,145896565;Balkh;Khwaja Sabz Posh;High community damage;Male;Arab;Married;37;Male;no;9;0;1;0;2;2500;0;0;0;0;0;0;0;350;0;200;150;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;8000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;yes;yes;yes;no;yes;not clear;not clear;not clear;no;no;protected spring well;NA;ventilated improved pit latrine;NA;latrine used;collected;NA;employment
0,145896565;Balkh;Taloqan;High community damage;Male;Pashtun;Married;36;Male;no;11;0;0;1;0;4300;0;0;1200;0;0;0;0;500;0;450;250;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;8000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;bricks;NA;mud grass;NA;3;NA;yes;no;yes;yes;no;no;yes;yes;yes;no;handpump;NA;ventilated improved pit latrine;NA;latrine used;collected;NA;training
0,615700396;Balkh;Khulm;High community damage;Male;Arab;Married;22;Male;no;9;0;0;1;0;3500;0;1500;0;0;0;0;0;450;0;250;150;0;NA;livestock farming;NA;no further source;NA;no further source;NA;8000;Yes;nfi cash voucher;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;owned without documentation;bricks;NA;mud grass;NA;2;NA;yes;no;yes;no;no;no;no;not clear;yes;yes;handpump;NA;pit latrine open;NA;latrine used;collected;NA;agri livestock support
3,290842661;Balkh;Sar e Pul;High community damage;Male;Arab;Married;33;Female;no;10;0;0;0;0;5000;0;0;2500;800;0;0;0;800;0;650;500;0;NA;cash crop;NA;no further source;NA;no further source;NA;8000;Yes;nfi cash voucher;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;owned without documentation;bricks;NA;mud grass;NA;4;NA;yes;no;yes;no;yes;not clear;no;not clear;no;no;handpump;NA;ventilated improved pit latrine;NA;latrine used;collected;NA;agri livestock support
0,145896565;Balkh;Khuram Sarbagh;High community damage;Male;Arab;Married;50;Male;no;11;0;2;0;0;4500;0;0;2000;500;0;0;0;850;0;500;500;0;NA;cash crop;NA;no further source;NA;no further source;NA;8000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;stone;NA;mud grass;NA;3;NA;no;yes;yes;no;yes;not clear;no;not clear;no;no;handpump;NA;ventilated improved pit latrine;NA;latrine used;burned;NA;agri livestock support
3,290842661;Balkh;Sholgareh;High community damage;Male;Arab;Married;70;Male;no;10;0;2;0;0;4000;0;0;1800;500;0;0;0;750;0;450;300;0;NA;cash crop;NA;no further source;NA;no further source;NA;8000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;stone;NA;mud grass;NA;3;NA;no;yes;yes;yes;yes;no;yes;not clear;yes;no;protected spring well;NA;ventilated improved pit latrine;NA;latrine used;burned;NA;agri livestock support
2,281271713;Balkh;Khuram Sarbagh;High community damage;Male;Arab;Married;37;Male;no;8;1;1;1;0;3500;0;0;1500;0;0;0;0;450;0;350;250;0;NA;cash crop;NA;no further source;NA;no further source;NA;8000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned without documentation;stone;NA;mud grass;NA;2;NA;no;yes;no;no;yes;not clear;not clear;not clear;yes;no;protected spring well;NA;ventilated improved pit latrine;NA;latrine used;burned;NA;agri livestock support
2,281271713;Balkh;Khuram Sarbagh;High community damage;Male;Arab;Married;31;Male;no;12;0;1;1;0;3700;0;0;1800;500;0;0;0;450;0;350;200;0;NA;cash crop;NA;no further source;NA;no further source;NA;8000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;stone;NA;mud grass;NA;3;NA;no;yes;yes;no;yes;not clear;no;not clear;yes;no;handpump;NA;ventilated improved pit latrine;NA;latrine used;burned;NA;agri livestock support
0,145896565;Balkh;Sayad;High community damage;Male;Arab;Married;41;Male;no;8;1;0;0;1;3000;0;0;0;0;500;0;0;400;1000;300;250;0;NA;formal employ;NA;no further source;NA;no further source;NA;8000;Yes;nfi cash voucher;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;free owners consent;bricks;NA;mud grass;NA;2;NA;no;no;no;no;yes;no;no;not clear;yes;no;protected spring well;NA;ventilated improved pit latrine;NA;latrine used;burned;NA;employment
2,281271713;Balkh;Pul e khumri;High community damage;Male;Arab;Married;35;Male;no;14;0;0;0;0;3200;0;0;1500;500;0;0;0;450;0;0;250;0;NA;formal employ;NA;no further source;NA;no further source;NA;8000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned without documentation;bricks;NA;mud grass;NA;2;NA;not clear;no;no;yes;yes;not clear;no;not clear;yes;no;handpump;NA;ventilated improved pit latrine;NA;latrine used;collected;NA;training
0,145896565;Balkh;Sar e Pul;High community damage;Male;Arab;Married;46;Male;no;11;0;1;0;0;3000;0;0;1000;0;0;0;0;300;0;250;100;0;NA;formal employ;NA;no further source;NA;no further source;NA;8000;Yes;nfi cash voucher;NA;partially damaged;different site;no longer occupied;repairs not started;NA;NA;owned without documentation;bricks;NA;mud grass;NA;2;NA;no;not clear;no;not clear;yes;no;no;not clear;no;no;protected spring well;NA;ventilated improved pit latrine;NA;latrine used;burned;NA;agri livestock support
0,145896565;Balkh;Sar e Pul;High community damage;Male;Arab;Married;27;Female;no;8;0;1;0;0;4000;0;0;1200;500;0;0;0;500;0;350;250;0;NA;formal employ;NA;no further source;NA;no further source;NA;16000;Yes;nfi cash voucher;NA;partially damaged;different site;no longer occupied;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;not clear;not clear;no;no;yes;not clear;not clear;not clear;yes;no;protected spring well;NA;ventilated improved pit latrine;NA;latrine used;burned;NA;employment
2,281271713;Balkh;Sar e Pul;High community damage;Male;Arab;Married;50;Male;no;13;0;0;0;0;3500;0;0;0;0;0;0;0;500;600;500;250;0;NA;formal employ;NA;no further source;NA;no further source;NA;8000;Yes;nfi cash voucher;NA;partially damaged;different site;no longer occupied;repairs not started;NA;NA;owned without documentation;bricks;NA;mud grass;NA;2;NA;yes;no;no;not clear;yes;no;no;not clear;no;no;handpump;NA;ventilated improved pit latrine;NA;latrine used;collected;NA;training
0,145896565;Balkh;Sar e Pul;High community damage;Male;Arab;Married;55;Male;yes;7;0;0;1;0;2500;0;0;0;1000;0;0;0;500;0;800;500;0;NA;gifts;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;owned with documentation;stone;NA;mud grass;NA;1;NA;no;yes;no;no;no;no;not clear;no;no;no;surface water;NA;ventilated improved pit latrine;NA;latrine used;thrown out street;NA;health care
